"","species","latitudinal_zone","mycorrhizal_association","nitrogen_fixation_status","plant_growth_form","NA","NA"
"3687","Styrax guyanensis","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3688","Styrax hemsleyanus","temperate","AM",0,"angiosperm",7.91250004371007,841
"3689","Styrax japonicus","tropical","AM",0,"angiosperm",13.9250000913938,1335.66666666667
"3690","Styrax obassis","tropical","AM",0,"angiosperm",14.9500000311269,1565
"3691","Styrax odoratissimus","tropical","AM",0,"angiosperm",19.2125001351039,1707.5
"3692","Styrax pallidus","tropical","AM",0,"angiosperm",25.7541666030884,3136
"3693","Styrax suberifolius","tropical","AM",0,"angiosperm",16.8083332479,1236
"3694","Styrax tonkinensis","tropical","AM",0,"angiosperm",23.2458333969116,1357
"3695","Suaeda microphylla","temperate","AM",0,"angiosperm",2.09999999403954,264
"3696","Suaeda physophora","temperate","AM",0,"angiosperm",10.2583333313465,81.2
"3699","Swietenia macrophylla","tropical","AM",0,"angiosperm",25.980092604955,1598.88888888889
"3700","Swietenia mahagoni","tropical","AM",0,"angiosperm",26.3416665792465,1045
"3701","Swietenia mahogoni","tropical","AM",0,"angiosperm",26.3541665474574,1042
"3702","Symphonia globulifera","tropical","AM",0,"angiosperm",23.6482639511426,2697
"3703","Symphoricarpos albus","boreal","AM",0,"angiosperm",10.6430556045638,792.166666666667
"3704","Symphoricarpos mollis","temperate","AM",0,"angiosperm",13.820833325386,600.5
"3706","Symphoricarpos rotundifolius","temperate","AM",0,"angiosperm",2.88749981174866,359
"3707","Symphyotrichum puniceum","temperate","AM",0,"angiosperm",5.71249990165234,1056
"3708","Symplocos anomala","tropical","AM",0,"angiosperm",15.3395833428949,1180.5
"3709","Symplocos arechea","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3710","Symplocos austin-smithii","tropical","AM",0,"angiosperm",13.9656248738368,2321.25
"3711","Symplocos cochinchinensis","tropical","AM",0,"angiosperm",16.3263889203469,1770
"3712","Symplocos dryophila","tropical","AM",0,"angiosperm",11.6458334252238,985
"3713","Symplocos heishanensis","tropical","AM",0,"angiosperm",15.8486112356186,1283.66666666667
"3714","Symplocos lanceolata","tropical","AM",0,"angiosperm",22.6291668017705,1428
"3715","Symplocos lancifolia","tropical","AM",0,"angiosperm",22.3083333969116,1774
"3716","Symplocos laurina","tropical","AM",0,"angiosperm",16.5395832955837,1230.25
"3717","Symplocos major","tropical","AM",0,"angiosperm",16.304166674614,2013
"3718","Symplocos martinicensis","tropical","AM",0,"angiosperm",25.4916667938232,3106
"3719","Symplocos paniculata","temperate","AM",0,"angiosperm",15.6739583540087,1038.25
"3721","Symplocos racemosa","tropical","AM",0,"angiosperm",22.1708331902822,1289
"3722","Symplocos ramosissima","tropical","AM",0,"angiosperm",13.3104167245328,1420
"3723","Symplocos serrulata","tropical","AM",0,"angiosperm",19.9916667143504,2383
"3724","Symplocos setchuensis","tropical","AM",0,"angiosperm",16.0958334505558,1265
"3725","Symplocos stellaris","tropical","AM",0,"angiosperm",16.2222222462296,1248
"3726","Symplocos sumuntia","tropical","AM",0,"angiosperm",16.7633772298628,1285.31578947368
"3728","Symplocos tribracteolata","tropical","AM",0,"angiosperm",19.9916667143504,2383
"3729","Symplocos viridissima","tropical","AM",0,"angiosperm",15.72500012815,1293
"3730","Synima cordierorum","tropical","AM",0,"angiosperm",21.758333325386,2226
"3732","Syringa amurensis","temperate","AM",0,"angiosperm",0.745833327372869,628
"3733","Syringa oblata","temperate","AM",0,"angiosperm",8.95583333199223,611.1
"3734","Syringa pubescens","temperate","AM",0,"angiosperm",7.2625000923872,493
"3735","Syringa reticulata","temperate","AM",0,"angiosperm",10.87111120551,1093.93333333333
"3736","Syringa villosa","temperate","AM",0,"angiosperm",7.2625000923872,493
"3738","Syzygium araiocladum","tropical","AM",0,"angiosperm",23.8208331664403,1670
"3739","Syzygium cumini","tropical","AM",0,"angiosperm",23.7385416825612,1334.25
"3740","Syzygium hancei","tropical","AM",0,"angiosperm",20.9430556628439,1825.83333333333
"3742","Syzygium levinei","tropical","AM",0,"angiosperm",21.1380953391393,1818.42857142857
"3743","Syzygium maire","temperate","AM",0,"angiosperm",13.9041666686535,1295
"3744","Syzygium oblatum","tropical","AM",0,"angiosperm",21.6624999841054,1698
"3747","Tabebuia guayacan","tropical","AM",0,"angiosperm",26.5854166348775,2847.5
"3749","Tabebuia impetiginosa","tropical","AM",0,"angiosperm",26.4583332803514,1682.33333333333
"3750","Tabebuia insignis","tropical","AM",0,"angiosperm",25.7604166269302,2610.5
"3751","Tabebuia ochracea","tropical","AM",0,"angiosperm",25.4061274925868,1779.41176470588
"3753","Tabebuia rosea","tropical","AM",0,"angiosperm",25.9138889401047,2155
"3754","Tabebuia serratifolia","tropical","AM",0,"angiosperm",25.8645833730698,2912
"3755","Tabernaemontana catharinensis","tropical","AM",0,"angiosperm",25.6208333969116,1142
"3756","Tabernaemontana coronaria","tropical","AM",0,"angiosperm",26.3458332353168,1044
"3757","Tabernaemontana corymbosa","tropical","AM",0,"angiosperm",21.6624999841054,1698
"3759","Tabernaemontana sananho","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3760","Tabernaemontana undulata","tropical","AM",0,"angiosperm",25.6875,2814
"3761","Tachigali melinonii","tropical","AM",1,"angiosperm",25.9441667556763,2888.8
"3762","Talauma ovata","tropical","AM",0,"angiosperm",23.5819444788827,2526.33333333333
"3763","Talisia cerasina","tropical","AM",0,"angiosperm",25.486111164093,2703.33333333333
"3764","Talisia gigapulvi","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3765","Talisia hexaphylla","tropical","AM",0,"angiosperm",26.2375002172258,2483.66666666667
"3766","Talisia macrophylla","tropical","AM",0,"angiosperm",25.8416666984558,1880
"3767","Talisia microphylla","tropical","AM",0,"angiosperm",25.8729167381922,2760.5
"3768","Talisia pulvinote","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3769","Tamarindus indica","tropical","AM",0,"angiosperm",27.9805554548899,1161.33333333333
"3771","Tamarix hispida","temperate","AM",0,"angiosperm",12.8749999531234,49
"3772","Tamarix ramosissima","temperate","AM",0,"angiosperm",12.4861111044884,39.6666666666667
"3773","Tapirira guianensis","tropical","AM",0,"angiosperm",25.3212962879075,2578.83333333333
"3774","Tapirira mexicana","tropical","AM",0,"angiosperm",23.6041666666667,2093
"3775","Tapirira myriantha","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3776","Tapirira obtusa","tropical","AM",0,"angiosperm",24.6505952562605,2931.14285714286
"3777","Tapura acreana","tropical","AM",0,"angiosperm",25.2916667461395,2497
"3778","Tapura capitulifera","tropical","AM",0,"angiosperm",25.6871913568473,2811.85185185185
"3779","Tapura juruana","tropical","AM",0,"angiosperm",25.3027778466543,2909
"3780","Tapura peruviana","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3781","Tarenna attenuata","tropical","AM",0,"angiosperm",20.9333333571752,1473
"3782","Tarenna depauperata","tropical","AM",0,"angiosperm",20.5763889153798,1459
"3784","Tarenna mollissima","tropical","AM",0,"angiosperm",18.6201389978329,1595.16666666667
"3786","Tasmannia lanceolata","temperate","AM",0,"angiosperm",9.90000000596046,1539
"3787","Tasmannia piperita","tropical","AM",0,"angiosperm",27.2958333492279,2637
"3788","Taxodium distichum","temperate","AM",0,"gymnosperm",17.3031250089407,1320.25
"3789","Taxus baccata","boreal","AM",0,"gymnosperm",9.80548250531418,983.263157894737
"3790","Tectona grandis","tropical","AM",0,"angiosperm",24.5419871745965,1602.38461538462
"3791","Teijsmanniodendron pteropodum","tropical","AM",0,"angiosperm",26.7291665871938,2290
"3792","Tephrosia purpurea","tropical","AM",1,"angiosperm",22.1708331902822,1289
"3793","Terminalia alata","tropical","AM",0,"angiosperm",24.8902778095669,1256.66666666667
"3794","Terminalia amazonia","tropical","AM",0,"angiosperm",25.9468750158946,2981.25
"3795","Terminalia arjuna","tropical","AM",0,"angiosperm",26.3458332353168,1044
"3796","Terminalia arostrata","tropical","AM",0,"angiosperm",26.4833332498868,589.5
"3797","Terminalia avicennioides","tropical","AM",0,"angiosperm",27.9583334128062,1001
"3798","Terminalia axilpub","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3799","Terminalia bellirica","tropical","AM",0,"angiosperm",26.3458332353168,1044
"3800","Terminalia brachystemma","tropical","AM",0,"angiosperm",21.4541664719582,687
"3801","Terminalia canescens","tropical","AM",0,"angiosperm",26.4833332498868,589.5
"3802","Terminalia catappa","tropical","AM",0,"angiosperm",26.4472222328186,1151.33333333333
"3803","Terminalia chebula","tropical","AM",0,"angiosperm",26.3458332353168,1044
"3804","Terminalia ferdinandiana","tropical","AM",0,"angiosperm",27.2458334962527,1658
"3805","Terminalia glaucescens","tropical","AM",0,"angiosperm",25.7833333412806,1212.5
"3806","Terminalia guyanensis","tropical","AM",0,"angiosperm",25.4916667938232,3106
"3807","Terminalia hainanensis","tropical","AM",0,"angiosperm",20.2833333015442,1567
"3808","Terminalia laxiflora","tropical","AM",0,"angiosperm",27.8166666825612,940
"3809","Terminalia macroptera","tropical","AM",0,"angiosperm",26.9729166229566,1022.5
"3810","Terminalia microcarpa","tropical","AM",0,"angiosperm",27.4583334922791,1806
"3811","Terminalia myriocarpa","tropical","AM",0,"angiosperm",21.6624999841054,1698
"3813","Terminalia ob","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3814","Terminalia oblonga","tropical","AM",0,"angiosperm",25.4958333969116,1931.2
"3815","Terminalia prunioides","tropical","AM",0,"angiosperm",22.1916668613752,341
"3816","Terminalia sericea","tropical","AM",0,"angiosperm",21.1288690737316,559.142857142857
"3817","Terminalia stenostachya","tropical","AM",0,"angiosperm",22.0708329677582,736
"3818","Terminalia superba","tropical","AM",0,"angiosperm",25.8833333916134,2778.33333333333
"3819","Ternstroemia gymnanthera","tropical","AM",0,"angiosperm",16.012797676559,1181.07142857143
"3820","Ternstroemia sylvatica","tropical","AM",0,"angiosperm",18.4354166785876,881
"3821","Ternstroemia tepezapote","tropical","AM",0,"angiosperm",23.6041666666667,2093
"3823","Tetracera asiatica","tropical","AM",0,"angiosperm",21.0083332856496,1818
"3824","Tetracera sarmentosa","tropical","AM",0,"angiosperm",21.0083332856496,1818
"3825","Tetracera volubilis","tropical","AM",0,"angiosperm",27.2583332856496,1808
"3826","Tetradium trichotomum","tropical","AM",0,"angiosperm",19.6041667064031,1564
"3827","Tetragastris altissima","tropical","AM",0,"angiosperm",25.5990385214488,2877.53846153846
"3829","Tetragastris panamensis","tropical","AM",0,"angiosperm",26.1327777968513,2420.63333333333
"3830","Tetrastigma cauliflorum","tropical","AM",0,"angiosperm",22.5958334207535,1650
"3831","Tetrastigma hemsleyanum","tropical","AM",0,"angiosperm",21.0083332856496,1818
"3832","Tetrastigma planicaule","tropical","AM",0,"angiosperm",20.5108332882325,1632.4
"3833","Tetrastigma serrulatum","tropical","AM",0,"angiosperm",15.4874999324481,968
"3834","Tetrastigma wulinshanense","tropical","AM",0,"angiosperm",16.3708334118128,1284
"3835","Tetrorchidium macrophyllum","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3837","Teucrium chamaedrys","temperate","AM",0,"angiosperm",13.5049242216981,727.545454545455
"3838","Teucrium fruticans","temperate","AM",0,"angiosperm",16.4541666209698,559
"3840","Thamnosma montana","temperate","AM",0,"angiosperm",14.7000000585491,313
"3842","Theobroma cacao","tropical","AM",0,"angiosperm",26.3402777247959,2247.33333333333
"3843","Theobroma grandiflorum","tropical","AM",0,"angiosperm",25.7916667461395,1804
"3844","Theobroma speciosum","tropical","AM",0,"angiosperm",25.2822917699814,2794.5
"3845","Theobroma subincanum","tropical","AM",0,"angiosperm",25.5219203216442,2978.34782608696
"3847","Thevetia ovata","tropical","AM",0,"angiosperm",26.4583332803514,1682.33333333333
"3848","Thevetia peruviana","tropical","AM",0,"angiosperm",26.3458332353168,1044
"3849","Thouinia paucidentata","tropical","AM",0,"angiosperm",26.0319443808662,791.333333333333
"3850","Thouinidium decandrum","tropical","AM",0,"angiosperm",24.0851850862856,1793.88888888889
"3851","Thuja occidentalis","temperate","AM",0,"gymnosperm",6.50922614619845,935.571428571429
"3857","Thymus pulegioides","temperate","AM",0,"angiosperm",4.42708336166106,1287.75
"3858","Thymus serpyllum","temperate","AM",0,"angiosperm",2.63928564691118,348.142857142857
"3859","Thymus vulgaris","temperate","AM",0,"angiosperm",13.3645833544433,660.5
"3860","Tibouchina stenocarpa","tropical","AM",0,"angiosperm",19.8500000238419,1434
"3862","Tilia amurensis","temperate","AM",0,"angiosperm",3.33684208721184,634.052631578947
"3863","Tilia cordata","boreal","AM",0,"angiosperm",7.91700452220467,688.162162162162
"3865","Tilia mandshurica","temperate","AM",0,"angiosperm",8.57731486167069,947.388888888889
"3867","Tilia mongolica","temperate","AM",0,"angiosperm",12.2463889494952,861.533333333333
"3868","Tilia paucicostata","temperate","AM",0,"angiosperm",6.55000009139379,504
"3870","Tilia platyphyllos","boreal","AM",0,"angiosperm",8.17083326975504,712
"3873","Tiquilia greggii","temperate","AM",0,"angiosperm",18.1250000298023,258
"3874","Tococa guianensis","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3875","Tocoyena formosa","tropical","AM",0,"angiosperm",19.8500000238419,1434
"3877","Toddalia asiatica","tropical","AM",0,"angiosperm",20.5000000397364,1579
"3878","Toona ciliata","tropical","AM",0,"angiosperm",20.5000000397364,1579
"3879","Topobea parasitica","tropical","AM",0,"angiosperm",26.125,2370
"3880","Toxicodendron acuminatum","tropical","AM",0,"angiosperm",20.5000000397364,1579
"3881","Toxicodendron diversilobum","temperate","AM",0,"angiosperm",14.1208332567303,569.166666666667
"3882","Toxicodendron succedaneum","tropical","AM",0,"angiosperm",18.1133333881696,1290.26666666667
"3883","Toxicodendron sylvestre","tropical","AM",0,"angiosperm",16.8687499513229,1315
"3884","Toxicodendron vernicifluum","temperate","AM",0,"angiosperm",8.15833335866531,783.5
"3885","Trachelospermum asiaticum","temperate","AM",0,"angiosperm",16.1708332747221,1165
"3886","Trachelospermum axillare","tropical","AM",0,"angiosperm",17.2625000377496,1637
"3887","Trachelospermum jasminoides","tropical","AM",0,"angiosperm",16.6927084097018,1348.5
"3888","Trattinnickia aspera","tropical","AM",0,"angiosperm",26.2333333094915,2359.25
"3889","Trattinnickia demerarae","tropical","AM",0,"angiosperm",25.4916667938232,3106
"3890","Trattinnickia glaziovii","tropical","AM",0,"angiosperm",25.2930556403266,2901.66666666667
"3891","Trattinnickia lancifolia","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3892","Trattinnickia lawrancei","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3893","Trema angustifolia","tropical","AM",0,"angiosperm",22.1708331902822,1289
"3896","Trema micrantha","tropical","AM",0,"angiosperm",23.0270833344687,1674.71428571429
"3897","Trema orientalis","tropical","AM",0,"angiosperm",21.6797618326687,1681.57142857143
"3899","Trematolobelia kauaiensis","tropical","AM",0,"angiosperm",19.4194443225861,2634.33333333333
"3901","Triadica cochinchinensis","tropical","AM",0,"angiosperm",20.9333333571752,1473
"3902","Triadica rotundifolia","tropical","AM",0,"angiosperm",20.0770833492279,1628.5
"3903","Trichilia adolfi","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3904","Trichilia americana","tropical","AM",0,"angiosperm",26.3114582498868,1669
"3905","Trichilia cipo","tropical","AM",0,"angiosperm",25.5200001001358,3018.5
"3906","Trichilia claussenii","tropical","AM",0,"angiosperm",20.2291667461395,1342
"3907","Trichilia densapunta","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3908","Trichilia elegans","tropical","AM",0,"angiosperm",20.1791666944822,1345.5
"3909","Trichilia elsae","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3910","Trichilia glabra","tropical","AM",0,"angiosperm",27.6333335240682,1789
"3911","Trichilia havanensis","tropical","AM",0,"angiosperm",17.0187499970198,1692.75
"3912","Trichilia hirta","tropical","AM",0,"angiosperm",23.5666666825612,1322
"3913","Trichilia laxipaniculata","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3915","Trichilia maynasiana","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3916","Trichilia micrantha","tropical","AM",0,"angiosperm",25.236111164093,3158
"3917","Trichilia obovata","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3918","Trichilia pallida","tropical","AM",0,"angiosperm",23.9214286520368,2605.57142857143
"3919","Trichilia pleeana","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3920","Trichilia poeppigii","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3921","Trichilia quadrijuga","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3922","Trichilia rubra","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3923","Trichilia schomburgkii","tropical","AM",0,"angiosperm",26.2416668335597,2466.5
"3924","Trichilia septentrionalis","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3925","Trichilia solitudinis","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3926","Trichilia surinamensis","tropical","AM",0,"angiosperm",25.4916667938232,3106
"3927","Trichilia trifolia","tropical","AM",0,"angiosperm",25.870833158493,1629
"3932","Trigonobalanus verticillata","tropical","ECM",0,"angiosperm",27.2958333492279,2637
"3933","Trigynaea triplinervis","tropical","AM",0,"angiosperm",25.3083333969116,3115
"3934","Triosteum perfoliatum","temperate","AM",0,"angiosperm",12.0583333292355,893
"3935","Triplochiton scleroxylon","tropical","AM",0,"angiosperm",25.8791667620341,1196
